"id","code","name","gateway_language_id"
"8430","lbo-x-lavenxekon","Laven Xekong","3549"
"8424","qaa-x-a35f19","Tellugo srilankan gypsy/Srikakula","-"
"8423","aey-x-ohu","Ohu","6270"
"8422","aac-x-siraul","Siraul","6270"
"8421","duk-x-buai","Buai","6270"
"8420","duk-x-duduela","Duduela","6270"
"8419","sws-x-makatian","Makatian","2418"
"8418","kei-x-tanimbar","Tanimbar","2418"
"8417","tel-x-thakan","Thakan","6052"
"8416","kan-x-yekalavya","Yekalavya","3013"
"8415","tel-x-pusala","Pusala","6052"
"8414","tel-x-piya","Piya","6052"
"8413","tel-x-otiya","Otiya","6052"
"8412","tel-x-pichigunta","Phichiguntala","6052"
"8411","tel-x-osti","Osti","6052"
"8410","tel-x-orku","Orku","6052"
"8409","tel-x-kovi","Kovi","6052"
"8408","kan-x-khacha","Khacha","3013"
"8407","tel-x-onda","Onda","6052"
"8406","tel-x-dhaba","Dhaba","6052"
"8405","kan-x-koungaru","Koungaru","3013"
"8404","tel-x-bommala","Bommala","6052"
"8403","kan-x-bavari","Bavari","3013"
"8402","tel-x-arttap","Arttap","6052"
"8401","tel-x-ardhi","Ardhi","6052"
"8400","tel-x-ardhan","Ardhan","6052"
"8399","vaa-x-akkipikki","Akki Pikki","6052"
"8398","tel-x-allami","Allami","6052"
"8397","tel-x-alba","Alba","6052"
"8396","lmn-x-anjara","Anjara","6052"
"8395","pcl-x-thakan","Thakan","3013"
"8394","slp-x-pamakayu","Pamakayu","2418"
"8393","kqr-x-sandayo","Sandayo","4096"
"8392","kqr-x-sonsogon","Sonsogon","4096"
"8391","drg-x-gonsomon","Gonsomon","4096"
"8390","rka-x-tmoan","T'moan","2986"
"8389","skv-x-moso","Moso","2418"
"8388","jeg-x-lawi","Lawi","3549"
"8387","mji-x-lanten","Lanten","3549"
"8386","pho-x-taihe","Tai He","3549"
"8385","mry-x-manay","Manay","1176"
"8384","ifk-x-yattuca","Yattuca","2475"
"8383","ifa-x-munibannaw","Mun'ibannawol","2475"
"8382","xdy-x-parenggean","Parenggean","2418"
"8381","duw-x-dusunpepas","Dusun Pepas","2418"
"8380","lbx-x-bantian","Dayak Bantian","2418"
"8379","duq-x-","Dusun Bayan","2418"
"8378","cog-x-kola","Kola","2986"
"8377","lao-x-laonhook","Lao Nhook","2986"
"8376","kan-x-waddar","Waddar (Kannada script)","3013"
"8375","tel-x-pardhi","Pardhi (Telugu script)","6052"
"8374","kan-x-lambadi","Lambadi (Kannada script)","3013"
"8372","gaj-x-wandamo","Wandamo","6270"
"8371","cgg-x-rutwa","Rutwa","5903"
"8370","grr-x-figuigber","Figuig Berber","334"
"8369","qaa-x-b25a78","Kuni","-"
"8368","pla-x-mianinorth","Miani North","6270"
"8367","qaa-x-2a8b78","Miani","-"
"8366","mgu-x-derebai","Derebai","6270"
"8365","qaa-x-1e034f","Duduela","-"
"8364","qaa-x-6d5fd9","Nigum","-"
"8363","qaa-x-0123f0","Neko","-"
"8362","qaa-x-6d23fd","Kwato","-"
"8361","qaa-x-429238","Natukar","-"
"8360","qaa-x-6e8874","Wamas","-"
"8359","fad-x-kamba","Kamba","6270"
"8358","omw-x-piora","Piora","6270"
"8357","qaa-x-555217","Tasig","-"
"8356","qaa-x-4265f7","Kosena","-"
"8355","naf-x-lowernabak","Nabak Lower","6270"
"8354","gaj-x-omaura","Gadsup Omaura","6270"
"8353","qaa-x-fd0df2","Wokea","-"
"8352","qaa-x-112cc6","Dou","-"
"8351","qaa-x-f3a46e","Nengom","-"
"8350","qaa-x-3e7fd4","Kou","-"
"8349","kpw-x-kou","Kou","6270"
"8348","qaa-x-0e4cba","Bram","-"
"8347","zia-x-mawainage","Mawai Nage","6270"
"8346","qaa-x-e4f23d","Logea","-"
"8345","swp-x-bonalua","Bonalua","6270"
"8344","pmo-x-miosindi","Miosindi","-"
"8343","wbw-x-woinap","Woinap","2418"
"8342","pmo-x-serewen","Serewen","2418"
"8341","nij-x-sambadanum","Samba Danum","-"
"8340","otd-x-mahalat","Mahalat","2418"
"8339","otd-x-rangsa","Rangsa","2418"
"8338","fan-x-malabo","Malabo Fang","1868"
"8337","xdy-x-batangkawa","Batang Kawa","2418"
"8336","nij-x-menuhing","Menuhing Tehang","2418"
"8335","tel-x-chamari","Chamari (Telugu)","6052"
"8334","bgd-x-pawari","Pawari","2264"
"8333","tel-x-bheel","Bheel","6052"
"8332","tel-x-dudekula","Dudekula","6052"
"8330","qaa-x-3794d9","Tagun-on","-"
"8329","sdm-x-sekucngkua","Dayak Sekucing Kualan","2418"
"8328","mta-x-sulitmanob","Sulit Manobo","6171"
"8327","qaa-x-e6003b","Tagun on","-"
"8326","knb-x-balantoy","Kalinga Balantoy","6171"
"8325","qaa-x-2c7d0f","Kalinga, Tobog","-"
"8324","saw-x-sawierary","Sawi Erary","2418"
"8323","qaa-x-bbd7fc","Sawi Ayamon","-"
"8322","saw-x-sawiayamon","Sawi Ayamon","2418"
"8321","knl-x-ulusekadau","Dayak Ulu Sekadau","2418"
"8320","mta-x-tasaday","Tasaday","6171"
"8319","mek-x-northmekeo","North Mekeo","1747"
"8318","aey-x-jagalaha","Jagahala","1747"
"8317","qaa-x-c3f2af","Haya","-"
"8316","saw-x-erary","Sawi Erary","2418"
"8315","ase-x-togolesesl","Togolese Sign Language","-"
"8314","nuv-x-extrnornuni","Extreme Northern Nuni","1868"
"8313","ceb-x-boholano","Boholano","1176"
"8312","ilm","Malaysian Iranun","4096"
"8311","ilp","Philippine Iranun","6171"
"8310","xdy-x-lamandau","Lemandau","4096"
"8309","xdy-x-mentobi","Mentobi","-"
"8308","rmt-JO-domari","Domari","334"
"8307","kdt-x-kuayer","Kuay Er","-"
"8306","kdt-x-kuaytreu","Kuay Treu","2986"
"8305","xdy-x-delang","Delang","2418"
"8304","xdy-x-belantika","Belantikan","2418"
"8303","otd-x-kadori","Kadorih","2418"
"8302","hkn-x-melkhaonh","Mel-Khaonh","2986"
"8301","knb-x-tobog","Tobog","6171"
"8300","qaa-x-249d36","Ibalantoy","6171"
"8299","knb-x-ibalatok","Ibalatok","6171"
"8298","kml-x-pangul","Pangul","6171"
"8297","ksc-x-isumadel","Isumadel","6171"
"8296","smk-x-Bolanons","Bol-Anons","6171"
"8295","iba-x-sangku","Dayak Sangku","2418"
"8294","iba-x-entebang","Dayak Entebang","2418"
"8293","iba-x-tadietn","Dayak Tadietn","2418"
"8292","iba-x-sekajang","Dayak Sekajang","2418"
"8291","iba-x-sontas","Dayak Sontas","2418"
"8290","iba-x-sikung","Dayak Sikung","2418"
"8289","iba-x-silatmunta","Dayak Silat Muntak","2418"
"8288","iba-x-selibong","Dayak Selibong","2418"
"8287","iba-x-selawe","Dayak Selawe","2418"
"8286","iba-x-","Dayak Sangku","2418"
"8285","iba-x-sepatoi","Dayak Sepatoi","2418"
"8284","iba-x-salako","Dayak Salako","2418"
"8283","iba-x-siberuang","Dayak Siberuang Sejiram","2418"
"8282","iba-x-ketior","Dayak Ketior","2418"
"8281","iba-x-baraipenye","Dayak Barai Penyelompat","2418"
"8280","bhy-x-bapakombe","Bapakombe","1868"
"8279","ugn-x-rwandansl","Rwandan Sign Language","-"
"8278","tbg-x-nanta","Nanta","6270"
"8277","tbg-x-abuhaina","Abuhaina","6270"
"8276","-x-","Amarenga y'Ikinyarwanda","-"
"8275","jbu-x-fete","Fete","1747"
"8274","igw-x-sale","Igwe-Sale","1747"
"8273","piy-x-wurkum","Wurkum","1747"
"8272","qaa-x-41d0bd","Uokha","-"
"8271","kca-x-kazim","Khanty Kazim","5431"
"8270","tgk-UZ-lyuli","Lyuli","5431"
"8269","ema-x-erah","Erah","-"
"8268","asl-x-botswanasl","Botswana Sign Language","-"
"8267","qaa-x-18408f","Nyungwe","-"
"8266","tbl-x-southtboli","Southern Tboli","6171"
"8265","tbl-x-ubo","Ubo","6171"
"8264","mbb-x-kiriyenteken","Kiriyenteken","1176"
"8263","tel-x-vadi","Vadi","6052"
"8262","mar-x-mayalamarat","Mayalamarathian","4070"
"8261","kfc-x-kirad","Kirad","6052"
"8260","tel-x-barda","Barda","6052"
"8259","puc-x-nahakramu","Naha Kramu","2418"
"8258","puj-x-bintuan","Bintuan","2418"
"8257","puj-x-sebaing","Sebaing","2418"
"8256","nyn-x-runyaruguru","Runyaruguru","5903"
"8254","mti-x-mawaenage","Mawae Nage","6270"
"8253","mcq-x-akabafa","Akabafa","6270"
"8252","sew-x-sawataitai","Sawataitai","6270"
"8251","sew-x-darubia","Darubia","6270"
"8250","sew-x-miadeba","Miadeba","6270"
"8249","sew-x-bokera","Bokera","6270"
"8248","swp-x-lausaha","Lausaha","6270"
"8247","agd-x-agarabyonk","Agarabi Yonki","6270"
"8246","agd-x-agarabkain","Agarabi Kainantu","6270"
"8245","omw-x-marawak","Marawak","6270"
"8244","omw-x-bonta","Bonta","6270"
"8243","gaj-x-norikori","Norikori","6270"
"8242","omw-x-tookena","Tookena","6270"
"8241","omw-x-obura","Obura","6270"
"8240","lbx-x-capuracu","Capur Acu","2418"
"8239","otd-x-dohoy","Dohoy","2418"
"8238","puj-x-riantubu","Rian Tubu","2418"
"8237","itd-x-dayaktahol","Dayak Tahol","2418"
"8236","puj-x-menaburbes","Menabur Besar","2418"
"8235","puj-x-longtiti","Long Titi","2418"
"8234","puj-x-longlihi","Long Lihi","2418"
"8233","puj-x-longranau","Long Ranau","2418"
"8232","xky-x-longnyau","Long Nyau","2418"
"8231","puc-x-tanglaan","Tang La'an","2418"
"8230","pez-x-longiman","Long Iman","2418"
"8229","puf-x-mirau","Mirau","2418"
"8228","xkl-x-longlake","Long Lake","2418"
"8227","xkl-x-longjalan","Long Jalan","2418"
"8226","pud-x-punanmetut","Punan Metut","2418"
"8225","spg-x-punanrian","Punan Rian","2418"
"8224","ntd","Northern Tidung","4096"
"8223","itd","Southern Tidung","2418"
"8222","sgh-x-rushani","Rushani","5431"
"8221","krr-x-lun","Lun","2986"
"8220","lao-x-vientiane","Lao-Vientiane","3549"
"8219","ase-x-burkinasl","Burkina Faso Sign Language","-"
"8218","bca-x-bei","Bei","7374"
"8217","ywt-x-datusiyi","Datusi Yi","7374"
"8216","stn-x-tawarafa","Tawarafa","685"
"8215","stn-x-owariki","Owa Santa Catalina","1747"
"8214","xdy-x-putaran","Dayak Putaran","2418"
"8213","xdy-x-pelanjau","Dayak Pelanjau","2418"
"8212","xdy-x-pesangaran","Dayak Pesangaran","2418"
"8211","xdy-x-batangbelian","Dayak Batang Belian","2418"
"8210","xdy-x-kemuning","Dayak Kemuning","2418"
"8209","xdy-x-petebang","Dayak Petebang","2418"
"8208","xdy-x-dayakpunuk","Dayak Punuk","2418"
"8207","xdy-x-","Dayak Pengancing","2418"
"8206","shr-x-kigweshe","Kigweshegweshe","1868"
"8205","te-x-dommara","Dommara","6052"
"8204","orz-x-rarankwa","Raran'kwa","2418"
"8203","ndh-x-chisukwa","Chisukwa","5903"
"8202","nij-x-dayakbulik","Dayak Bulik","2418"
"8201","xdy-x-dayakloksado","Dayak Loksado","2418"
"8200","xdy-x-dayakdelang","Dayak Delang","2418"
"8199","xdy-x-belantikan","Dayak Belantikan","2418"
"8198","qaa-x-2cc8ae","Dayak Mentobi","-"
"8197","xdy-x-dayakmentobi","Dayak Mentobi","2418"
"8196","otd-x-kadorih","Dayak Kadorih","2418"
"8195","ceb-x-siquijodnon","Siquijodnon","1176"
"8194","msm-x-bunawanon","Bunawanon","1176"
"8193","mbb-x-pulangiyan","Pulangiyen","1176"
"8192","gaj-x-aiyuree","Kasup Aiyuree","6270"
"8191","gaj-x-kasupbina","Kasup Bina","6270"
"8190","sdm-x-kualant","Dayak Kualant","2418"
"8189","qaa-x-788936","Dayak Banjur Simpang","-"
"8188","xdy-x-sukamara","Dayak Sukamara","2418"
"8187","xdy-x-peringkunyit","Dayak Peringkunyit","2418"
"8186","zlm-x-perimping","Dayak Perimping","2418"
"8185","xdy-x-sekakai","Dayak Sekakai","2418"
"8184","xdy-x-marausinar","Dayak Marau Sinar Bulan","2418"
"8183","zlm-x-kendawangan","Melayu Kendawangan","2418"
"8182","iba-x-dayakbunut","Dayak Bunut","2418"
"8181","xdy-x-songkap","Dayak Songkap","2418"
"8180","knl-x-kenyabur","Dayak Kenyabur","2418"
"8179","xdy-x-jungkal","Dayak Jungkal","2418"
"8178","xdy-x-sepauhan","Dayak Sepauhan","2418"
"8177","xdy-x-mahawa","Dayak Mahawa","2418"
"8176","xdy-x-pengatapan","Dayak Pengatapan","2418"
"8175","xdy-x-marautempay","Dayak Marau Tempayak","2418"
"8174","sgn-x-aurangabad 1","Homesign Aurangabad 1","-"
"8173","qaa-x-94e36e","SUN Homesign Aurangabad","-"
"8172","sgn-PY-Sun-ciudaddests1","SUN Homesign Ciudad del Ests 1","-"
"8171","ida-x-tiriki","Tiriki","5903"
"8170","pha-x-pathan","Pa Than","6609"
"8169","yso-x-lolo","Lo Lo","6609"
"8168","mji-x-daoaodai","Dao Ao Dai","6609"
"8167","xdy-x-kayong","Dayak Kayong","2418"
"8166","djo-x-meranggau","Dayak Meranggau","2418"
"8165","zlm-x-sandai","Melayu Sandai","2418"
"8164","djo-x-pompang","Dayak Pompang","2418"
"8163","xdy-x-serengkah","Dayak Serengkah","2418"
"8162","xdy-x-kebuai","Dayak Kebuai","2418"
"8161","scg-x-dayaktebang","Dayak Tebang","2418"
"8160","sdm-x-pangkalsuka","Dayak Pangkalan Suka","2418"
"8159","sdm-x-beginci","Dayak Beginci","2418"
"8158","sdm-x-dayakgerai","Dayak Gerai","2418"
"8157","xdy-x-dayakbaya","Dayak Baya","2418"
"8156","xdy-x-lemandau","Dayak Lemandau","2418"
"8155","scg-x-dayakmentrap","Dayak Mentrap","2418"
"8154","xdy-x-dayaklaur","Dayak Laur","2418"
"8153","xdy-x-sumanjawat","Dayak Sumanjawat","2418"
"8152","xdy-x-dayaktola","Dayak Tola","2418"
"8151","xdy-x-randaujoka","Dayak Randau Joka","2418"
"8150","xdy-x-semanak","Dayak Semanak","2418"
"8149","xdy-x-senduruhan","Dayak Senduruhan","2418"
"8148","xdy-x-dayakpawatn","Dayak Pawatn","2418"
"8147","xdy-x-dayakkrio","Dayak Krio","2418"
"8146","xdy-x-bangaemoro","Dayak Bangae' Moro","2418"
"8145","sdm-x-dayakbihak","Dayak Bihak","2418"
"8144","xdy-x-perigiq","Dayak Perigiq","2418"
"8143","xdy-x-gerungang","Dayak Gerungang","2418"
"8142","xdy-x-parangkunyit","Dayak Parangkunyit","2418"
"8141","xdy-x-dayakriam","Dayak Riam","2418"
"8140","xdy-x-kengkubang","Dayak Kengkubang","2418"
"8139","otd-x-belaban","Dayak Belaban","2418"
"8138","xdy-x-batupayung","Dayak Batu Payung","2418"
"8137","xdy-x-manggaling","Dayak Manggaling","2418"
"8136","xdy-x-dayakayrupas","Dayak Air Upas","2418"
"8135","xdy-x-airdurian","Dayak Air Durian","2418"
"8134","xdy-x-dayakmembulu","Dayak Membulu'","2418"
"8133","xdy-x-dayakkayung","Dayak Kayung","2418"
"8132","xdy-x-dayakmongko","Dayak Mongko","2418"
"8131","bcv-x-bandawa","Bandawa","1747"
"8130","tel-x-thalaboomi","Thalaboomi","6052"
"8129","kan-x-palligaru","Palligaru","3013"
"8128","kan-x-kudipottila","Kudipottila","3013"
"8127","tel-x-gusavu","Gusavu","6052"
"8126","tel-x-ganibasha","Ghani Bhasha","6052"
"8125","tel-x-gamperukula","Gamperukula","6052"
"8124","kfi-x-adavkuruba","Adavi Kuruba","3013"
"8123","toi-x-tokaleya","Toka-Leya","1747"
"8122","mbb-x-pulangiyen","Manobo Pulangiyen","1176"
"8121","btd-x-pakpak","Kelasan","2418"
"8120","zlm-x-melaypesisir","Melayu Pesisir","2418"
"8119","sgn-US-symbunot","Symbolic Universal Notation","-"
"8118","jav-x-tegal","Tegal","2418"
"8117","zho-x-chinoral","Oral Chinese","7374"
"8116","nij-x-katingantengah","Katingan Tengah","2418"
"8115","nij-x-katinganhilir","Katingan Hilir","2418"
"8114","nij-x-katinganhulu","Katingan Hulu","2418"
"8113","ttq-x-ttwestniger","Tawellemmet","1868"
"8112","lnd-x-dayaktabun","Dayak Tabun","2418"
"8111","zha-x-chineseoralversion","Chinese Oral Version","7374"
"8110","kab-x-tasahlit","Tasahlit","334"
"8109","djo-x-dayakdarok","Dayak Darok","2418"
"8108","knl-x-kebahaulak","Dayak Kebahatn Ulak","2418"
"8107","sdo-x-dayaktatoong","Dayak Tatoong","2418"
"8106","knl-x-dayakpenyelompat","Dayak Penyelompat","2418"
"8105","djo-x-dayakbaeih","Dayak Ba eih","2418"
"8104","scg-x-dayakkatarak","Dayak Katarak","2418"
"8103","xem-x-hibun","Hibun","2418"
"8102","qaa-x-657797","Dayak Sisang","-"
"8101","qaa-x-ac3d56","Dayak Paus","-"
"8100","qaa-x-60d198","Date","-"
"8099","scg-x-linoh","Linoh","2418"
"8098","iba-x-desatempunak","Desa Tempunak","2418"
"8097","zlm-x-dataymalay","Datay Malay","2418"
"8096","kvr-x-talangmamak","Talang Mamak","2418"
"8095","iba-x-dayakbugau","Dayak Bugau","2418"
"8094","bei-x-dayakdsa","Dayak Dsa","2418"
"8093","bei-x-dayaklaya","Dayak Laya","2418"
"8092","djo-x-dayakkodatn","Dayak Kodatn","2418"
"8091","rir-x-dayakmaliperuan","Dayak Mali Peruan","2418"
"8090","byd-x-dayakdait","Dayak Dait","2418"
"8089","djo-x-dayaksum","Dayak Sum","2418"
"8088","scg-x-dayakdosatn","Dayak Dosatn","2418"
"8087","xdy-x-dayakpunti","Dayak Punti","-"
"8086","knx-x-dayakmuara","Dayak Muara","2418"
"8085","lra-x-dayaksuruh","Dayak Suruh","2418"
"8084","sya-x-dayaksisang","Dayak Sisang","2418"
"8083","byd-x-dayakpantu","Dayak Pantu","2418"
"8082","lbx-x-dayakpaus","Dayak Paus","2418"
"8080","xem-x-dayakgolik","Dayak Golik","2418"
"8079","cek-x-asangkhawngso","Asang Khawngso","4240"
"8078","nst-x-ransenaga","Ran Se Naga","4240"
"8077","lis-x-hualisu","Hua Lisu","7374"
"8076","tzo-x-chenalho","Tzotzil de Chenalhó","2"
"8075","tzo-x-huixtan","Tzotzil de Huixtan","2"
"8074","tzh-x-tenejapa","Tzeltal de Tenejapa","2"
"8073","tzo-x-chalchihuitan","Tzotzil de Chalchihuitan","2"
"8072","tzc","tsotzil","2"
"8071","tzh-x-oxchuctzeltal","Tzeltal de Oxchuc","2"
"8070","te-x-gangireddula","Gangireddula","6052"
"8069","xdy-x-dayakensilat","Dayak Ensilat","2418"
"8068","tmn-x-dayaktamambaloh","Dayak Tamambaloh","2418"
"8067","bth-x-bidayuhpunten","Dayak Bidayuh Punten","2418"
"8066","otd-x-pangindaan","Dayak Pangin Daan","2418"
"8065","tel-x-dasari","Dasari","-"
"8064","puj-x-longpada","Punan Long Pada","2418"
"8063","xkn-x-umaapan","Kayan Uma Apan","2418"
"8062","whk-x-longpulung","Long Pulung","2418"
"8061","xkl-x-lepoke","Lepo' Ke","2418"
"8060","snv-x-longbila","Dayak Long Bila","2418"
"8059","xkn-x-umalekan","Kayan Uma Lekan","2418"
"8058","tid-x-punantarau","Punan Tarau","2418"
"8057","tid-x-punanmabung","Punan Mabung","2418"
"8056","tid-x-punantebunyau","Punan Tebunyau","2418"
"8055","tid-x-menabursemido","Menabur Semido","2418"
"8054","tid-x-punansemolon","Punan Semolon","2418"
"8053","te-x-yeloru","Yeloru","6052"
"8052","te-x-muthrasi","Muthrasi","6052"
"8051","te-x-katipapalu","Katipapalu","6052"
"8050","te-x-kappalollu","Kapalollu","6052"
"8049","kn-x-kamashettaru","Kamashettaru","3013"
"8048","te-x-kabasha","Kabasha","6052"
"8047","kn-x-devanga","Devanga","3013"
"8046","djo-x-dayaktinying","Dayak Tinying","2418"
"8045","puj-x-bilabekayuk","Punan Bila Bekayuk","2418"
"8044","mvv-x-punanlepaga","Punan Lepaga","2418"
"8043","hov-x-punanuheng","Dayak Punan Uheng","2418"
"8042","puj-x-linohsempayan","Dayak Linoh Sempayan","2418"
"8041","otd-x-oruundaan","Dayak Oruung Da'an","2418"
"8039","tel-x-bagata","Bagata","6052"
"8038","tel-x-adebashaarya","Ade Basha Arya","6052"
"8037","sgn-PY-asuncion1","Home Sign Asuncion 1","-"
"8036","sgn-UY-montevideo1","Home Sign Montevideo 1","-"
"8035","kss-x-southkissi","Southern Kissi","1868"
"8034","knl-x-dayakgoneh","Dayak Goneh","2418"
"8033","gon-x-mariagond","Maria Gond","4862"
"8032","set-x-wsentani","West Sentani","2418"
"8031","set-x-esentani","East Sentani","2418"
"8030","set-x-csentani","Central Sentani","2418"
"8029","xdy-x-dayakpayak","Dayak Payak","2418"
"8028","xkn-x-dayakkayaan","Dayak Dayak Kayaan","2418"
"8027","xdy-x-dayakbuket","Dayak Dayak Buket","2418"
"8026","iba-x-ibanempran","Dayak Iban Empran","2418"
"8025","rir-x-dayaksami","Dayak Sami","2418"
"8024","xdy-x-dayaklau","Dayak Lau","2418"
"8023","iba-x-dayaksekapat","Dayak Sekapat","2418"
"8022","iba-x-dayaksebaruk","Dayak Sebaruk","2418"
"8021","xdy-x-dayakserawai","Dayak Serawai","2418"
"8020","xdy-x-suangensilat","Dayak Suang Ensilat","2418"
"8019","xdy-x-dayaktebidah","Dayak Tebidah","2418"
"8018","xdy-x-dayakpangin","Dayak Pangin","2418"
"8017","msm-x-manguangan","Manguangan","1176"
"8016","djo-x-dayakpapak","Dayak Papak","-"
"8015","iba-x-dayaknanga","Dayak Nanga","2418"
"8014","nij-x-nyadupm","Dayak Nyadupm","2418"
"8013","scg-x-lebanghilir","Dayak Lebang Hilir","2418"
"8012","yiu-x-long","Long","7374"
"8010","ory-x-amanatya","Amanatya","4862"
"8006","knx-x-redundantahe","Dayak Ahe","2418"
"8005","xem-x-karambai","Dayak Karambai","2418"
"8004","emb-x-kalis","Dayak Kalis","2418"
"8003","xdy-x-maamp","Dayak Maamp","2418"
